label,os,is_mobile,country,pageviews
0,Windows,False,Iraq,3
0,Windows,False,Iraq,2
0,Windows,False,Iraq,45
0,Windows,False,Iraq,1
0,Windows,False,Iraq,1
0,Windows,False,Iraq,1
0,Windows,False,Iraq,1
0,Windows,False,Iraq,1
0,Windows,False,Iraq,2
0,Windows,False,Iraq,2
0,Windows,False,Iraq,7
0,Windows,False,Iraq,7
0,Windows,False,Iraq,2
0,Windows,False,Iraq,1
0,Windows,False,Iraq,1
0,Windows,False,Iraq,1
0,Windows,False,Iraq,1
0,Windows,False,Iraq,2
0,Windows,False,Iraq,1
0,Macintosh,False,Iraq,1
0,Macintosh,False,Iraq,1
0,Macintosh,False,Iraq,1
0,Macintosh,False,Iraq,34
0,iOS,True,Laos,2
0,Linux,False,Laos,41
0,Android,True,Laos,1
0,Android,True,Laos,1
0,Android,True,Laos,1
0,Android,True,Laos,1
0,Android,True,Laos,2
0,Android,True,Laos,1
0,Android,True,Laos,2
0,Android,True,Laos,8
0,Android,True,Laos,1
0,Android,True,Laos,2
0,Windows,False,Laos,1
0,Windows,False,Laos,1
0,Windows,False,Laos,1
0,Windows,False,Laos,1
0,Windows,False,Laos,1
0,Windows,False,Laos,1
0,Windows,False,Laos,1
0,Macintosh,False,Laos,1
0,Macintosh,False,Laos,1
0,Macintosh,False,Laos,3
0,Windows Phone,True,Laos,4
0,Android,True,Mali,1
0,Windows,False,Mali,1
0,(not set),True,Mali,3
0,(not set),True,Mali,5
0,(not set),True,Mali,3
0,(not set),True,Mali,1
0,iOS,True,Oman,6
0,iOS,True,Oman,1
0,iOS,True,Oman,4
0,Android,True,Oman,1
0,Android,True,Oman,1
0,Android,True,Oman,2
0,Android,True,Oman,1
0,Android,True,Oman,1
0,Android,True,Oman,1
0,Android,True,Oman,5
0,Android,True,Oman,1
0,Android,True,Oman,2
0,Android,True,Oman,6
0,Android,True,Oman,5
0,Android,True,Oman,1
0,Android,True,Oman,2
0,Android,True,Oman,1
0,Android,True,Oman,2
0,Android,True,Oman,2
0,Android,True,Oman,1
0,Android,True,Oman,1
0,Android,True,Oman,1
0,Android,True,Oman,2
0,Windows,False,Oman,2
0,Windows,False,Oman,2
0,Windows,False,Oman,2
0,Windows,False,Oman,2
0,Windows,False,Oman,2
0,Windows,False,Oman,1
0,Windows,False,Oman,2
0,Windows,False,Oman,1
0,Windows,False,Oman,2
0,Windows,False,Oman,1
0,Windows,False,Oman,1
0,Windows,False,Oman,1
0,Windows,False,Oman,1
0,Windows,False,Oman,4
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,2
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,4
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,2
0,Macintosh,False,Oman,1
0,Macintosh,False,Oman,1
0,iOS,True,Peru,3
0,iOS,True,Peru,2
0,iOS,True,Peru,6
0,iOS,True,Peru,1
0,iOS,True,Peru,2
0,iOS,True,Peru,1
0,iOS,True,Peru,5
0,iOS,True,Peru,4
0,iOS,True,Peru,10
0,iOS,True,Peru,2
0,iOS,True,Peru,1
0,iOS,True,Peru,2
0,iOS,True,Peru,1
0,iOS,True,Peru,3
0,Linux,False,Peru,31
0,Linux,False,Peru,1
0,Linux,False,Peru,1
0,Linux,False,Peru,9
0,Android,True,Peru,2
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,2
0,Android,True,Peru,1
0,Android,True,Peru,3
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,2
0,Android,True,Peru,3
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,8
0,Android,True,Peru,12
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,2
0,Android,True,Peru,5
0,Android,True,Peru,1
0,Android,True,Peru,4
0,Android,True,Peru,4
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,6
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,3
0,Android,True,Peru,2
0,Android,True,Peru,1
0,Android,True,Peru,2
0,Android,True,Peru,0
0,Android,True,Peru,1
0,Android,True,Peru,1
0,Android,True,Peru,2
0,Android,True,Peru,1
0,Android,True,Peru,2
0,Android,True,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,6
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,16
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,5
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,20
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,6
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,35
0,Windows,False,Peru,11
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,5
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,10
0,Windows,False,Peru,3
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,13
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,True,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,26
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,3
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,4
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,5
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,4
0,Windows,False,Peru,1
0,Windows,False,Peru,6
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,16
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,5
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,17
0,Windows,False,Peru,6
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,3
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,14
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,8
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,7
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,34
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,4
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,6
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,3
0,Windows,False,Peru,3
0,Windows,False,Peru,1
0,Windows,False,Peru,4
0,Windows,False,Peru,4
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,4
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,22
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,14
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,3
0,Windows,False,Peru,4
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,5
0,Windows,False,Peru,11
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,Windows,False,Peru,2
0,Windows,False,Peru,1
0,Windows,False,Peru,1
0,(not set),True,Peru,1
0,(not set),True,Peru,3
0,Chrome OS,False,Peru,5
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,4
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,12
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,4
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,5
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,9
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,4
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,6
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,17
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,3
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,4
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,4
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,10
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,1
0,Macintosh,False,Peru,2
0,Macintosh,False,Peru,1
0,Firefox OS,True,Peru,1
0,Windows Phone,True,Peru,3
0,Macintosh,False,Togo,1
0,Windows,False,Aruba,1
0,Macintosh,False,Aruba,3
0,Windows,False,Benin,4
0,(not set),True,Benin,7
0,(not set),True,Benin,3
0,(not set),True,Benin,4
0,(not set),True,Benin,3
0,iOS,True,Chile,1
0,iOS,True,Chile,1
0,iOS,True,Chile,5
0,iOS,True,Chile,2
0,iOS,True,Chile,1
0,iOS,True,Chile,3
0,iOS,True,Chile,1
0,iOS,True,Chile,1
0,iOS,True,Chile,6
0,iOS,True,Chile,1
0,iOS,True,Chile,1
0,iOS,True,Chile,1
0,Linux,False,Chile,2
0,Linux,False,Chile,1
0,Linux,False,Chile,1
0,Linux,False,Chile,1
0,Linux,False,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,6
0,Android,True,Chile,4
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,3
0,Android,True,Chile,1
0,Android,True,Chile,4
0,Android,True,Chile,2
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,2
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Android,True,Chile,4
0,Android,True,Chile,3
0,Android,True,Chile,1
0,Android,True,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,5
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,8
0,Windows,False,Chile,1
0,Windows,False,Chile,5
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,3
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,4
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,17
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,29
0,Windows,False,Chile,3
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,4
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,2
0,Windows,False,Chile,3
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,13
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,7
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,10
0,Windows,False,Chile,3
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,2
0,Windows,False,Chile,2
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,1
0,Windows,False,Chile,12
